										
										
		SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE
		STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST
		To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au
				DATE:	21.02.25					
				Please note: Prices are subject to change without notice.						
		SAW #	DESCRIPTION	STOCKIST PRICE EX GST	MU	GP	RRP INC GST	BARCODE	2020 CATALOGUE PAGE NO.	NOTES
		10662	Wire rope 304G SS 7x7 8.0mm - 305m reel	1207	0.4499887022670755	543.1363636363601	1925.1499999999962	9330420022162	765	
		10678	Wire rope 304G SS 6x19FC 6.0mm - 500m reel	1181.5	0.45000577078444354	531.6818181818201	1884.5000000000023	9330420022186	765	
		10684	Wire rope 304G SS 6x19FC 9.0mm - 500m reel	2210	0.45	994.5	3524.9500000000003	9330420022230	765	
		10686	Wire rope 304G SS 7x19 10.0mm - 305m reel	1734	0.4500104854776126	780.3181818181802	2765.749999999998	9330420022254	766	
		10696	Wire rope 304G SS 1x19 1/16 (1.6mm) - 305m reel	119	0.4499618029029831	53.54545454545499	189.8000000000005	9330420022278	765	
		10699CE	Wire rope 304G SS 7x7 1.2mm - 500m reel	100	0.5	50	165	9330420022292		
		10702	Wire rope 304G SS 1x19 1/8 (3.2mm) - 305m reel	306	0.4499405822935229	137.68181818181802	488.04999999999984	9330420022315	765	
		10709	Wire rope 304G SS 1x19 9/32 (7.0mm) - 305m reel	1122	0.4500081024145188	504.9090909090901	1789.5999999999992	9330420022360		
		10712	Wire rope 304G SS 1x19 3/8 (9.5mm) - 305m reel	2431	0.4500018697879679	1093.95454545455	3877.4500000000053	9330420022384		
		10722CE	Wire rope 304G SS 7x19 1/8 (3.2mm) - 305m reel	220	0.5	110	363.00000000000006	9330420219975		
		10724CE	Wire rope 304G SS 7x19 5/32 (4.0mm) - 305m reel	360	0.5	180	594	9330420022445		
		10728	Wire rope 304G SS 7x19 1/4 (6.4mm) - 305m reel	1071	0.4500042441218955	481.95454545455004	1708.2500000000052	9330420022483	766	
		10728M	Wire rope 304G SS 7x19 6.0mm - 305m reel	986	0.44998156002212986	443.68181818182006	1572.6500000000021	9330420137613	766	
		10730	Wire rope 304G SS 7x19 5/16 (7.9mm) - 305m reel	1326	0.4499862882215836	596.6818181818198	2114.950000000002	9330420022506	766	
